user_id,user_name,goods_id,goods_name,score,comment_time,comment_content,reply_count,useful_count,goods_color,goods_size,after_comment
14525928593,j***c,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2020/8/13 14:05,屏幕效果：快，给人一种好的感觉 散热性能：好，快 外形外观：外形外观：好看  其他特色：特别满意，也非常开心，给人感觉很好 轻薄程度：轻薄程度：轻薄  运行速度：很快，给人特别好的感觉，让人也很开心。,2,9,酷炫银|15.6英寸|i5-1035G1|2G独显,16G内存 256GPCIE固态+1T机械 定制版,给人感觉很好很开心。
14090831097,cindyqiao,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2020/4/29 0:59,运行速度：刚开始9秒，下载东西多了就11、12秒 屏幕效果：清晰 散热性能：一般 外形外观：好看，简洁 轻薄程度：薄 其他特色：网页，软件运营很快，一直都买戴尔的，以前那个戴尔用了差不多十年。这一款新款的比以前轻多了，但总体都挺好了，就是刚买回来要装好多东西，幸亏客服很好很耐心，谢谢了！,5,15,14英寸|i7-1065G7 |银|MX230独显,8G内存 512GPCI-E固态硬盘 定制版,无
13597524078,丁满9060,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2019/12/14 7:29,运行速度：非常快，十分满意！ 屏幕效果：特意看了看4k清晰度的电视剧，还很流畅！ 散热性能：很好！有鲁大师检测，完全没问题！！ 外形外观：就是冲着帅气的外观去的，当然满心欢喜！ 轻薄程度：轻轻薄薄，放在包里几乎没分量！ 其他特色：金属外壳，质感近乎完美！,7,37,15.6英寸| 八代i5| 独显|蓝色【金属微边】,16G内存 256GPCI-E固态+1T 定制版,特意用了几天才来评价！非常快，十分满意！特意看了看4k清晰度的电视剧，还很流畅！很好！有鲁大师检测，完全没问题！！就是冲着帅气的外观去的，当然满心欢喜！轻轻薄薄，放在包里几乎没分量！金属外壳，质感近乎完美！
14547286900,j***7,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2020/8/19 11:36,运行速度：很快，开机7.8秒 屏幕效果：贼拉清晰 散热性能：散热性能很快，就没热过 外形外观：好看啊，喜欢银白色，手机也是银白色的 轻薄程度：又轻又薄 其他特色：外观漂亮，运行速度快，卖家还送了很多赠品，鼠标键盘鼠标垫32GU盘电脑包，发货速度快,1,3,酷炫银|14.0英寸|i5-1035G1|2G独显,8G内存 512GPCI-E纯固态硬盘 热卖版,无
13597506426,丁满9060,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2019/12/14 7:21,运行速度：非常快！不愧是戴尔！ 屏幕效果：特意看了看4k，居然也很是流畅！ 散热性能：很是不错，安装了鲁大师检测，散热没问题！ 外形外观：就是喜欢外观才入手的，当然很满意啦！ 轻薄程度：轻轻薄薄的，背在包里没分量！ 其他特色：金属外壳，质感完美！,1,58,15.6英寸| 八代i5| 独显|银色【金属微边】,16G内存 256GPCI-E固态+1T 定制版,无
12636771879,f-u-n,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2019/4/11 11:33,很不错的一台笔记本电脑，物流也快，拿到手开机就能用，软件都装好了，其他软件联网就能装，很方便，也不卡，价格实惠，性价比高，笔记本颜值好，总之满意的一次网购！,13,88,新品5584酷炫银 i5-8265U 2G独显,8G内存 256GPCI-E固态+1T 定制版,无
13575213178,深***狼,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2019/12/9 6:34,运行速度：高端CP&cup;配上固硬盘，开机速度当然是非常的快。 屏幕效果：高清屏幕，让眼睛舒适放松，看久了也不伤眼睛，也不疼。 散热性能：特别的散热系统，运行24小时也能给你个冰爽世界。 外形外观：铝合金外壳，超薄设计，灵巧的机身，方便携带办公。 轻薄程度：超薄设计只有一个硬币的高度。 其他特色：设计独特，大品牌值得拥有。,4,67,15.6英寸| 八代i5| 独显|银色【金属微边】,8G内存 128GPCI-E固态+1T机械 热卖版,无
13896292766,j***3,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2020/3/10 7:55,运行速度：开机速度非常快 屏幕效果：屏幕显示非常清晰 散热性能：噪音小，散热好 外形外观：我个人非常喜欢 轻薄程度：个人觉得非常合适本人使用 其他特色：固态硬盘非常给力,3,22,14 英寸|i5-8265U|银色|独显|金属本,8G内存 256GPCI-E固态+1T机械 定制版,无
13642736534,jd_944985,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2019/12/24 22:21,12月12晚上下单的，16号收到货了，开机速度不错，很快，我买的15.6寸方便看电视，哈哈，图像也蛮清楚，同时开多个程序都运行顺畅，送了原装鼠标，鼠标垫，键盘，32GU盘，小姐姐心地好还送了个耳机，特别要表扬一下快递先生，硬是等了我几个小时亲手把快递交到我手上，必须10086个赞,2,15,15.6英寸| 八代i5| 独显|银色【金属微边】,8G内存 256GPCI-E固态+1T机械 定制版,无
13620678119,Michaela冯,11943085270,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,5,2019/12/19 10:42,本月16号下单，19日上午十点钟送达哈尔滨。 物流速度很满意，电脑运输途中保护很好，无破损。 外键盘，鼠标，充电线，鼠标垫，电脑包，赠送32G U盘，全部到齐，说明书教用。超赞！ 商家态度好，服务周到。 自己是比对了很多品牌，然后戴尔在我这近半个月的研究学习中性价比是最好的，同学室友也是建议我选用戴尔，所以买它啦。,3,10,15.6英寸| 八代i5| 独显|蓝色【金属微边】,8G内存 256GPCI-E固态+1T机械 定制版,无
14128007136,时光19910322,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2020/5/8 17:31,轻薄程度：还挺轻薄的，用着很舒服 运行速度：还不错，排风声音也小 屏幕效果：14英寸，看着适中，很高清 散热性能：散热很好 外形外观：简单大方，是戴尔的风格。 赠品很多，还挺划算。,2,4,银色|14英寸|i5-1035G1|独显MX230,8G内存 128GPCI-E固态+1TB 热卖爆款,无
13369269974,小意妮妮,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2019/10/25 21:32,收到用了两个月了，很好用，送了很多东西，开机速度快，外观也看起来不错。就是耗电太快了。,8,24,15.6英寸金属本i5-8265U 2G独显 银色,16G内存 256GPCI-E固态+1T机械 定制,无
14535552812,jd136508ucd,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2020/8/16 9:37,运行速度：很快，完全满意 屏幕效果：一开始以为买大了，结果实物感觉就是我要的大小，视频色彩与分辨率很好，声音大，很棒 外形外观：漂亮大气 轻薄程度：很薄，但有点重，拿手上要小心滑落,1,1,成就|银色|15.6英寸|十代i5|MX250,8G内存 256GPCI-E固态+1T机械 定制,无
12532593044,R***t,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2019/3/11 16:21,1金属材料，磨砂手感，质感细腻，高档次 2使用流畅，建议买16G内存的，玩游戏也很流畅，英雄联盟高特效没问题。 3微边框超级舒服，屏幕很清晰，点赞? 4客服小姐姐很nice，有问必答， 5赠品还不错，鼠标键盘使用还可以,7,39,流光银 i7-8550U 4G独显MX150,8G内存 128GPci-e固态+1TB 官方标配,无
14364139838,Yancuiou,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2020/6/30 19:52,买给小孩上学的 回来玩了一晚很是喜欢，运行速度快 屏幕也很清晰，看了一晚视频也没觉得机热，还送了很多礼物，客服态度真的特别好有问必答。,2,1,成就|银色|15.6英寸|十代i7|MX250,16G内存 512GPCI-E固态+1T机械 定制,无
13334619302,Skylly0507,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2019/10/16 12:44,运行速度：挺快的，好用，网速跟得上的话，电脑一点不卡 屏幕效果：很清晰，感觉很带劲，哈哈? 散热性能：我电脑到目前为止没有发烫的情况，开的久了，稍微一点点热 外形外观：漂亮，很上档次的感觉，室友说比她的电脑好看 轻薄程度：很轻薄，方便携带，完全符合我想要的大小 其他特色：舒服，用着很带劲，很适合女孩子哟,3,20,15.6英寸金属本i5-8265U 2G独显 银色,8G内存 256GPCI-E固态+1T机械 定制,无
12915457193,华西宇哥,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2019/6/19 21:30,"我告诉你们在这买多划算吧，首先，键盘书包鼠标全部都有送，内存16g，512g固态硬盘,i7处理器，性价比很高了。开机速度15秒，很棒了。性价比很高，推荐一下。",3,12,流光银 i7-8550U 4G独显MX150,16G内存 512GPCI-E固态+1T机械 定制,无
13316682280,TLPhnccjZDFo,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2019/10/11 17:33,运行速度：10秒开机，运行流畅度高，发现一个BUG自己安装pr软件打不开，换了好几个版本都一样，甚至最后重装专业版，问题还没解决。其他方面没得说，速度很给力！！！ 屏幕效果：很清晰，严格来说应该是分辨率挺高！！！ 散热性能：散热性能总的来说还可以，风扇运行起来声音偏大一些。 外形外观：简洁大气，美观大方。 轻薄程度：超薄，应该有2支中性笔的厚度。 其他特色：小键盘很方便，按键也很舒服，超静音。,4,15,预定14英寸5493 i5-1035G1 独显 银,8G内存 512GPCI-E固态 疾速推荐版,无
13493752945,j***d,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2019/11/19 15:37,运行速度：作为办公本很不错 屏幕效果：清晰  外形外观：简约大方 轻薄程度：不厚，时尚 散热性能：办公本能耗不大，散热足够，声音也不大 其他特色：很满意,6,11,银色|15.6英寸|八代i5|独显|【金属微边框】,8G内存 512GPCI-E固态+1T机械 定制,无
14249655009,彼***7,28404544535,戴尔（DELL）燃7000 灵越5493/5490/5590 轻薄超极本商务办公学生手提笔记本电脑 成就|银色|14英寸|十代i7|MX250 16G内存 512GPCI-E固态+1T机械 定制,5,2020/6/7 11:24,运行速度：运行速度很快，c盘我也装了不少的软件，并且都是工程制图的软件，都是好几个G的软件 屏幕效果：屏幕分辨率很好，很清晰 散热性能：散热效果在正常运行下也不会发热 外形外观：外观轻便简洁，非常便于携带 轻薄程度：很薄但又不失工程本的特色,1,2,成就|银色|15.6英寸|十代i5|MX250,16G内存 256GPCI-E固态+1T机械 定制,无
14311326955,琳子140210,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/6/19 21:13,人生中第一台笔记本电脑?，考虑很久才决定买这款，很不错的一款本本，运行速度很快，拿来办公真心不错，非常喜欢！客服飘雪人很好，非常热情，也很耐心解答，满意！,5,6,爆款十代 i5-1035G1/8G/512G 新品,,无
14282770868,L***7,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/6/14 15:06,这个笔记本电脑关注了很久了，终于下单了，运行速度飞快，屏幕效果靓丽，散热性能很好，外观时尚大方，关键是还非常轻薄，便于携带，买戴尔电脑主要是看中了它的售后服务，他是可以做到整机的两年质保，别的品牌都是一年，相信大品牌，一直在用戴尔的电脑，整体性能非常稳定，适合家用和办公，良好的售后服务，客服也很好，实时技术支持，让人非常满意。,3,5,爆款十代 i5-1035G1/8G/512G 新品,,速度很快，用了几天办公游戏都非常流畅，给戴尔点赞~
14226350276,jd_720088531f8b6,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/6/2 13:01,运行速度：很快，很流畅。 屏幕效果：屏幕很清晰。 散热性能：散热很好。 外形外观：外形很好看。 轻薄程度：笔记本轻快便于携带，很轻巧，尺寸刚刚好。 其他特色：开机速度很快，续航能力强，客服也很好，很满意的一次购物，买来上网课，挺好的，很满意的一次体验。,3,8,网红十代i5-1035G1/16G/512G 新品,,无
14115907472,j***W,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/5/5 16:54,物流蛮快的，包装的也挺好的很大一箱哈哈。用着挺流畅的待机时间也蛮长的。主要还是好看！轻薄。用来学习或者看看视频我感觉足够了，毕竟也是新机子不知道用一段时间怎么样，现在很满意！,2,7,爆款十代 i5-1035G1/8G/512G 新品,,还有！客服小哥哥（或者小姐姐）很细心很负责，帮我弄了近一个小时的电脑。服务态度很好?
14283429352,sonihao,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/6/14 17:29,电脑买回来用的很开心，给女朋友买的本来女朋友用别的电脑比较生气，但用了几次这款新电脑每天都比较开心，也不会因为电脑和我吵架了，电脑运行的非常快一点都不会出现卡顿的情况，下次肯定给朋友介绍也买这款。,1,1,爆款十代 i5-1035G1/8G/512G 新品,,无
13829054957,j***6,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/2/22 21:42,运行速度：很快，出乎我的意料之外。 屏幕效果：屏幕清晰。 散热性能：散热很好。 外形外观：外形漂亮，是我第一次买那么好的东西。 轻薄程度：笔记本很轻巧，没有包，正好可以放到我的小包里面。 其他特色：很满意的一次购物，客服服务也好，售后也好，不懂的问题客服耐心解答，很感谢。,3,9,四核八线程/8G内存/512G/三边窄边框,,用了一天，感觉特棒，开机运行速度也很快。以后会在他家买东西，公司会用好多的。
14378486533,mCafFsotLDMl,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/7/4 14:31,戴尔灵越笔记本，办公，家庭学习，游戏足够用，做功精致，银灰磨砂感，配包，鼠标，垫，较全，京东平台，店面（阿远）服务耐心，非常满意。,2,1,热卖i5-1035G1/16G/512G/2G独显,,无
14140959832,jd_158295vkd,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/5/11 22:24,运行速度：飞快！ 屏幕效果：清晰 散热性能：散热很快！ 外形外观：轻巧大气！ 轻薄程度：拿着很轻，便于携带！ 其他特色：两个字好用！,1,9,十代i5-1035G1/8G/1T+512G 新品,,无
14181318892,jd_182870lhu,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/5/22 7:52,感觉挺不错的，客服服务态度好，物流速度很快。是一个比较好用的办公电脑，运行速度很快。而且屏幕很清晰。开机速度很快，非常轻薄。,1,8,爆款十代 i5-1035G1/8G/512G 新品,,无
14256690376,j***L,55286544724,戴尔（DELL）灵越5493/5593燃5000学生游戏设计商务办公轻薄家用手提笔记本超极本女电脑 热卖i5-1035G1/16G/512G/高清屏,5,2020/6/8 19:03,运行速度：很流畅 屏幕效果：很清晰 散热性能：散热挺快 外形外观：好看，精致 物流很快，拿到很激动，很不错，现在用着很好，很喜欢的,1,2,爆款十代 i5-1035G1/8G/512G 新品,,还有就是客服小姐姐或小哥哥也很有耐心，在买之前之后都耐心的给我解答问题，就是很不错，个人比较喜欢?
14148597616,喜之郎大少爷,25794356862,戴尔（DELL） 游匣G5 15.6英寸九代酷睿学生电竞游戏本笔记本电脑 珍珠白 i5-9300H GTX1650 4G显卡 16GB 512G高速固态+1T机械  定制,5,2020/5/13 20:53,北京发货，3天不到就到了 外形外观：非常满意，跟G7一样，白色完美 画面品质：Ips非常好，清晰度高，分辨率高 包装保护：两个盒子，包装的很好 满意，推荐，真的漂亮 运行速度：固态加持很快,2,0,珍珠白 i5-9300H GTX1650 4G显卡, 16GB 256G高速固态+1T机械 定制,无
13958050086,j***t,25794356862,戴尔（DELL） 游匣G5 15.6英寸九代酷睿学生电竞游戏本笔记本电脑 珍珠白 i5-9300H GTX1650 4G显卡 16GB 512G高速固态+1T机械  定制,5,2020/3/25 21:06,包装保护：很好 外形外观：很喜欢，机身结实 画面品质：戴尔的屏幕没得说 跑分评测：比较好 运行速度：快 游戏效果：暂时没玩游戏，正在安装CAD,3,0,珍珠白 i5-9300H GTX1650 4G显卡,16GB 512G高速固态+1T机械  定制,无
14183133870,V***x,25794356862,戴尔（DELL） 游匣G5 15.6英寸九代酷睿学生电竞游戏本笔记本电脑 珍珠白 i5-9300H GTX1650 4G显卡 16GB 512G高速固态+1T机械  定制,5,2020/5/22 15:54,这款电脑，不仅能给你初恋的感觉，让你觉得很精致，体验不同的生活。也能带给你贤妻良母的感觉，质量什么的都是过关的，时刻保障着我们的学习和工作。很好，没话说！,0,2,珍珠白 i5-9300H GTX1650 4G显卡,8GB 128GB高速固态+1T机械 标配,无
14043266255,王牌爵士,25794356862,戴尔（DELL） 游匣G5 15.6英寸九代酷睿学生电竞游戏本笔记本电脑 珍珠白 i5-9300H GTX1650 4G显卡 16GB 512G高速固态+1T机械  定制,5,2020/4/17 7:26,包装保护：包装非常好没有损坏 外形外观：非常漂亮 时尚大方 画面品质：画片清晰 运行速度：运行也很快 游戏效果：还没运行游戏 不知道散热如何 跑分评测：没跑回来补充,1,1,珍珠白 i5-9300H GTX1650 4G显卡,8GB 128GB高速固态+1T机械 标配,无
13978372451,易***子,25794356862,戴尔（DELL） 游匣G5 15.6英寸九代酷睿学生电竞游戏本笔记本电脑 珍珠白 i5-9300H GTX1650 4G显卡 16GB 512G高速固态+1T机械  定制,5,2020/3/31 11:38,外形外观：漂亮！ 画面品质：细腻！看了半年之久，终于买了，漂亮大气上档次，机身结实耐用，主要是后期可升级内存硬盘！外观也比较商务化，可带到办公室！,1,0,珍珠白 i5-9300H GTX1650 4G显卡,8GB 128GB高速固态+1T机械 标配,无
