user_id,user_name,goods_id,goods_name,score,comment_time,comment_content,reply_count,useful_count,goods_color,goods_size,after_comment
12512252434,长***技,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-03-05 13:48:39,卖家做了耐心的解释，考虑很细致贴心，发货前还主动沟通电脑的系统配置，而且包装细节地方考虑的也很周到，两个包裹都用缠绕膜包裹，近期阴雨绵绵，产品一点都没有受影响，下次有需要还会在你们家购买。,0,0,单主机+23.8英寸显示器,I3-7100/4G/1T/集成/标配,无
14072052220,雪***训,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-04-24 10:35:33,东西赞的很，已经用了一段时间了，特别是流畅，就是不知道用的时间久了，以后会不会出现卡顿，不过在目前阶段为止还是非常满意的，嘿嘿，新东西就是好用。而且机器看着也挺稳重的，给人的感觉就是踏实可靠的，事实也如此，总体来说还是很满意的,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13890975606,郭***6,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-08 21:40:27,买过几次了，质量很好，送货也快，连接好直接就可以用了，需要的都给安装了?,0,0,主机+21.5英寸显示器,i5-9400/8G/1T+128G/定制,无
12954359359,爱哩来,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-06-27 19:39:09,办公用，速度确实很快，稳定！以后还来这买,0,0,主机+23.8英寸显示器,8代i5 8G/1T+256G固态/定制,无
13910714630,Y***U,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-13 16:29:32,性能配置：收到第一时间打开安装上，安装简单方便，启动速度还挺快的，看机箱很结实耐用，值得推荐的一款！,0,1,主机+21.5英寸显示器,i5-9400/8G/1T+128G/定制,无
12837207872,y***d,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-06-03 07:21:49,送货速度真快，这款办公商务台式机体积小巧，很适合商务办公用，价格不高，开机速度还蛮快的，性能释放相当充足，客服服务人员态度非常好，总之相当的满意，下次公司还要采购，下次还会再来这家购买。,0,2,单主机（含键盘鼠标）,8代i5-8400/8G/1T/定制,无
13063585326,一起学猫叫叫叫,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-07-29 14:27:51,比京东自营店的服务还要好，因为公司每个月都会采购3台左右的电脑，原来一直在自营上购买。相比之下这家店更便宜。购买下单后，店主那边的小二打电话过来问要什么系统，然后就帮忙装什么系统了，很舒服的服务！以后还会一直光顾。还送了些小礼品，还含增值税票。,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T/定制,无
13113345614,恩惠慈,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-08-13 14:05:11,机器很快，开机使用都没问题，很好，很喜欢这个速度，显卡很好，图像很清晰，视频也很清晰，运行速度很快。  美中不足的是U盘插口，用的之前的2.0接口的U盘，这个是3.0接口的，U盘用一会就得重插一下，不知道是什么原因。没有松，可能是2.0的？把U盘的文件倒入到电脑时，大容量的就慢一些。  其他都好！,0,0,单主机（含键盘鼠标）,8代i5 8G/1T+256G固态/定制,无
14539803051,c***k,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-08-17 11:44:06,这机器是真的快，因为公司软件必须在win7下运行，特意咨询了客服，发来详细改系统教程，一共半个小时就搞定了，以后买电脑还来。,0,0,主机+23.8英寸显示器全套,16G/1T+256G/定制,无
13935840584,番茄酱懒懒兔,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-20 06:30:57,箱子包装得很好，机子很小巧，不占空间，看起来很简洁，上午用来工作了一会，很流畅，一点不卡顿。不错,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13872779279,jd_135815sly,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-04 17:57:13,物流速度太快了，头天买第二天就到了，安装好了，速度反应很不错，机箱小巧，不占地方，配置办公足够了，很好用，很划算,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13888090177,米***1,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-08 11:34:46,主机收到了，刚试了下运行速度很快，卖家很有耐心，物流在疫情期间也这么给力，赞,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
11589764510,A***圳,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2018-06-13 21:55:01,一直给客户配的，小机箱，不占地，配置办公用绰绰有余，碰上活动买了几套，很实惠，值得再次回购,0,0,主机+21.5英寸显示器 1080P,I3-7100 4G 1T /标配,无
13847582977,虫儿飞Y_Y,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-02-27 16:53:17,点网页，文件，反应很灵敏，开机启动快速，运行速度快，很称心，办公足够了,0,0,单主机（含键盘鼠标）,i5-9400/8G/128G固态/定制,无
14044065255,wajy1212,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-04-17 11:17:51,开机声音小，运转速度快，售前售后服务都很好，有问必答。多次选购，一如既往的好。,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13936104406,沈***y,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-20 08:54:13,首先发货速度非常快，下了单不久就发货了，第二天就到了，机子运行良好，运行速度也很快，没有杂音，声音也不大。,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
12983166035,jd_721820989,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-07-05 21:52:38,刚使用，这个配置家庭用足够了，开机速度够快。价格对比几家也是最便宜的。店家服务也很好，有耐心。非常开心的一次购物。,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T+128G/定制,无
14052013003,j***2,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-04-19 11:14:06,运行速度特别快，外观简洁大方，分别率相当不错，客服服务态度特别好，用了一段时间遇到点应用方面的小问题还是耐心解答，良心商家。赞,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13067613127,139*****507_p,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-07-30 17:15:28,一直相信戴尔品牌，这个型号有固态硬盘，开机很快，屏幕大小也很合适，机箱不占地，而且很静音，里面内置了很多功能，比如无线网卡、蓝牙什么的，用起来还不错，蛮好的。送货也特别快。,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T/定制,无
14490485363,j***i,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-08-03 16:36:29,性能配置：公司办公使用采购的，完全能满足普通办公。 机箱外观：外观简洁大方，接口还是比较丰富的。 售后服务：DELL 官方三年售后，很给力。,0,0,主机+21.5英寸显示器套装,16G/256G+1T/1660-6G/定制,无
13382578423,伊梦忧爱,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-10-29 16:41:38,物流很快，隔天就到了。收到货立马用上了，开机只需五秒钟，性能真的很强悍，非常流畅。外观上看上去很整洁漂亮，工作的时候声音也很小，内存大反应迅速，再也不卡了，很不错,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T+128G/定制,绝对超值，性能很强悍
13953106332,ujy520,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-24 16:18:54,机型小巧，运行顺畅，噪音小。官网查了是正品。客服服务态度好，细心，每个问题都一一帮我解解决了，很好的店家。,0,0,主机+21.5英寸显示器,i5-9400/8G/1T+128G/定制,用了小半个月了，没啥问题，Dell值得信赖
14092205038,wajy1212,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-04-29 12:47:03,买来办公用的，开机特别快，下载财务软件也特别快，运行稳定，不错满意,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13142195858,找嫦娥一起炖大白兔,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-08-21 22:59:12,用了京东已有很多年，省心 ，放心，安心。电脑很好，这之前买的电脑都是戴尔品牌的。一直信赖，值得拥有。开机速度非常快，打各种游戏都很非常流畅。没有卡顿现象。机箱外观也很喜欢，方正！又一次非常满意的购物体验！物流也非常快捷 快递小哥很贴心。,0,0,单主机（含键盘鼠标）,8代i5 /8G/1T+256G/2G/定制,无
13906648418,祥键,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-12 16:06:22,反应速度挺快，机箱小巧玲珑型的，超静音，屏幕分辨率也很高，物流速度太快了，头天买第二天就收到了,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
12885109691,起***-,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-06-14 01:47:57,"物流超快,第二天就到了,用了一天才来评价,速度反 映都很不错,办公还是玩游戏足够了,机箱小巧,最好 的是usb插头很多,非常方便!声音不是很大,静音效 果也不错!很好的电脑!",0,1,单主机（含键盘鼠标）,8代i5-8400/8G/1T+128G/定制,无
13957104186,祥键,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-25 16:56:43,很好，开机速度快，运行速度也快，，静音，散热好，办公足够了,0,0,主机+21.5英寸显示器,i5-9400/8G/1T+128G/定制,无
13960976218,-菠萝吹雪,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-03-26 17:06:32,挺好 很清楚 运行流畅 适量很好 手感都不错 外壳完美,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13195035749,j***4,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-09-06 13:23:35,电脑收到了，物流速度很快，电脑收到没有任何磕碰，赠品超多，非常满意，电脑装好之后试了一下，开机速度非常快，下了游戏，体验也很不错。,0,0,主机+21.5英寸显示器,9代i5/8G/1T+128G/定制,无
14009219983,祥键,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-04-08 10:37:42,对比了几家，感觉还是这家最合适，刚试了一下，快得很，内存也足够了，运行速度真快物流也很快，昨天下单，今天就收到了,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13214313310,jd_linhap972,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-09-11 18:48:24,一起买了两台，单位办公使用，已经不是第一次购买了，应用流畅，特别好的一款主机，声音特别小，质量也不错，使用期间摔了一次，居然啥事儿没有。,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T+128G/定制,无
12204660876,小***玛,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2018-11-30 16:55:44,刚刚收到就装机测试了一下，很不错，这是第二次购买了，给单位美工采购的,1,1,单主机,I3-7100/8G/1T/独显2G /定制,无
13981936429,j***1,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2020-04-01 10:27:34,电脑主机非常好用，用来办公特别合适，运行速度流畅不卡顿，满意,0,0,单主机（含键盘鼠标）,i5-9400/8G/1T+128G/定制,无
13117828932,小脸鼠--,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-08-14 19:48:08,机器是正品行货，完全没有问题，店家特别热情，介绍详细，安装的软件很好用，省去了不少时间。机器的配置办公用正合适，机箱非常小巧但是很有分量，噪音基本感觉不到，2天就收到了，物流太给力了。,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T+128G/定制,无
13124736597,琳姐-_-,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-08-16 21:08:25,购买的时候对比了好几家，最后还是选择了这家，感觉性价比好高，而且显示屏大小也刚刚好，这个价格很公道，开机也就30妙，安装了几款主流游戏很顺畅，一边下载，一边玩游戏，一边听音乐也不卡顿，朋友都说不错，问我要了链接也要买呢，物美价廉感觉很满意。,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T+128G/定制,无
13403478615,雪***训,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-11-03 16:50:23,不错，挺好看的，运行起来也很流畅，,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T/定制,无
13191368539,j***f,38479525094,戴尔 DELL 成就3671/vos3881 办公电脑台式 设计师商用台式电脑lol吃鸡财务定制主机 单主机（含键盘鼠标） 9代i5/8G/128G+1T,5,2019-09-05 12:35:47,主机收到了，速度很快，超静音，戴尔品牌值得信赖，软硬盘都很棒，屏幕分辨率很高，售后服务有保证！显示器也很好！,0,0,单主机（含键盘鼠标）,8代i5-8400/8G/1T+128G/定制,无
